RiderID,RiderName,TTDatabaseWebpage,UPPERCASERider,Biography,Picture1,Picture2,Picture3,Weight,Height,Website,TTCareerSummaryPosition1,TTCareer Summary Position2,TTCareerSummaryPosition3,TTCareerSummaryPosition4,TTCareerSummaryPosition5,TTCareerSummaryPosition6,TTCareerSummaryPosition7,TTCareerSummaryPosition8,TTCareerSummaryPosition9,TTCareerSummaryPosition10,TTCareerSummaryPosition11,TTCareerSummaryPosition12,TTCareerSummaryPosition13,TTCareerSummaryPosition14,TTCareerSummaryPosition15,TTCareerSummaryPosition16,TTCareerSummaryPosition17,TTCareerSummaryPosition18,TTCareerSummaryPosition19,TTCareerSummaryPosition20,TTCareerSummaryPosition21,TTCareerSummaryPosition22,TTCareerSummaryPosition23,TTCareerSummaryPosition24,TTCareerSummaryPosition25,TTCareerSummaryPosition26,TTCareerSummaryPosition27,TTCareerSummaryPosition28,TTCareerSummaryPosition29,TTCareerSummaryPosition30,TTCareerSummaryPosition31,TTCareerSummaryPosition32,TTCareerSummaryPosition33,TTCareerSummaryPosition34,TTCareerSummaryPosition35,TTCareerSummaryPosition36,TTCareerSummaryPosition37,TTCareerSummaryPosition38,TTCareerSummaryPosition39,TTCareerSummaryPosition40,TTCareerSummaryPosition41,TTCareerSummaryPosition42,TTCareerSummaryPosition43,TTCareerSummaryPosition44,TTCareerSummaryPosition45,TTCareerSummaryPosition46,TTCareerSummaryPosition47,TTCareerSummaryPosition48,TTCareerSummaryPosition49,TTCareerSummaryPosition50,TTCareerSummaryPosition51,TTCareerSummaryPosition52,TTCareerSummaryPosition53,TTCareerSummaryPosition54,TTCareerSummaryPosition55,TTCareerSummaryPosition56,TTCareerSummaryPosition57,TTCareerSummaryPosition58,TTCareerSummaryPosition59,TTCareerSummaryPosition60,TTCareerSummaryPosition61,TTCareerSummaryPosition62,TTCareerSummaryPosition63,TTCareerSummaryPosition64,TTCareerSummaryPosition65,TTCareerSummaryPosition66,TTCareerSummaryPosition67,TTCareerSummaryPosition68,TTCareerSummaryPosition69,TTCareerSummaryPosition70,TTCareerSummaryPosition71,TTCareerSummaryPositionDNF
9972,Peter Creer,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9972&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10040,Darran Creer,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=10040&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9683,J Crellin,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9683&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9582,R Crellin,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9582&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6943,Paul Crellin,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6943&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6835,Ralph Crellin,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6835&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,John Crellin,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3704&filter=C,N,"<img class=""floatleft"" src=""/images/cache/56acb88b9888983d913940e540d10b67.jpg"" alt=""Photograph"" />A civil engineer from Douglas, was the Bantam Racing Club Champion in 1977 and 1980, he had top 10 placings in the Manx Grand Prix in the early eighties. In the TT Races John has had numerous top 30 finishes.",http://www.iomtt.com/images/cache/56acb88b9888983d913940e540d10b67.jpg,http://www.iomtt.com/images/cache/9406d5fb6d84c2db4161f339295cb2dd.jpg,http://www.iomtt.com/images/cache/0548f3ed4e4276c9d18a78e2a2e463ac.jpg,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,1,5,3,1,5,2,0,1,1,2,3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4490,Michael Crellin,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4490&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,2,0,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5484,J V Cresswell,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5484&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6855,David Cretney,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6855&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9929,Brandon Cretu,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9929&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4022,Chris Crew,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4022&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3018,Peter Crew,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3018&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8447,Scott CREWS,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8447&filter=C,Y,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
56,W Creyton,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=56&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2580,John Crick,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2580&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5013,J B Crick,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5013&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
531,L J Cridland,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=531&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,A G Crighton,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=991&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5566,D G Crighton,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5566&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,F M Cripps,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2293&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,J R Cripps,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2088&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7024,Adrian Critten,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7024&filter=C,N,"<img class=""floatleft"" src=""/images/cache/f32738b2c2c8e7fad0d3f0877663f78e.jpg"" alt=""Photograph"" />Adrian says he  racing started in 1977 at Jurby Airfield where he competed until 1982 and I also ran in 81-82 Southern 100s along with a scutch of road circuits. My best result on the T.T. course was 8th in the 1980 MMCC Senior Newcomers Race on a 500 Kawasaki two-stroke triple<br /><br />He always campaigned 3 cylinder 2-stroke Kawasaki machines, ending up with an H2R air-cooled model, which at the time (81-82-83) was the only one being raced in the UK, all parts courtesy of Kawasaki race dept Santa Anna California, and was very special!<br /><br />Adrian  dearly loved the machine even though it was notoriously unreliable, the factory couldnt get them reliable and he ended up slotting the Kawasaki 750 engine in a superbly handling Yamaha OW31 (TZ750) Chassis.<br /><br />Best TT course lap in 1982 practice (Unofficial at 98.6mph) A member of the Andreas ""A"" team on race day although failing to complete the race  the Kwacka giving up the ghost once again.<br /><br />Threw it away big time on Bungalow Bridge in 1983 Manx Grand Prix practice, didnt ride a motorcycle again for 18 years until recently getting my hands on a beautiful but old and original Honda RC 30. (What Id have given for one of these 22 years ago!) <br /><br />I was the very last man to competitively ride a 750/3 Kawasaki on the T.T. course and would dearly love the chance to ride and hear the flat drone of the exhausts once again in the lap of honour so................please Mick Grant give me a run on your personal ex-factory H2R.<br /><br /><br /><br />",http://www.iomtt.com/images/cache/f32738b2c2c8e7fad0d3f0877663f78e.jpg,http://www.iomtt.com/images/cache/08b2fd1616fdc8fed4e6b95314bc03c2.jpg,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,A Crocker,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=880&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
777,N Croft,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=777&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
217,S Croft,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=217&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6598,David N Croft,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6598&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8039,James Croft,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8039&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8645,Jules Croft,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8645&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9932,Justin Croft,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=9932&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10227,Colin Croft,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=10227&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8254,Bill Crokk,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8254&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,M Crompton,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3099&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8668,F Cron,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8668&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1414,H J Cronan,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=1414&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5129,W M Crone,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5129&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3436,Gerry Cronin,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3436&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3653,John Cronshaw,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3653&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2879,Bill Crook,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2879&filter=C,N,"<img class=""floatleft"" src=""/images/cache/9b5ad489db89e5532b7e64c28ca81fe1.jpg"" alt=""Photograph"" />Bill Crook is from Farnworth in Bolton and is a motorcycle engineer married to Barbara. He has been competing in the sidecar races on the Isle of Man since 1970 and recent results include a 25th and 27th place in 1999 and 26th and 30th place in 2000. He has lapped the course at 98mph.",http://www.iomtt.com/images/cache/9b5ad489db89e5532b7e64c28ca81fe1.jpg,http://www.iomtt.com/images/cache/f6b404d4830e553c01eb2931a24263d5.jpg,http://www.iomtt.com/images/cache/bcf8832671ad39213bef77012da9f81c.jpg,,,,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2,3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
6506,Charles E Crookes,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6506&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7290,Martin B Crooks,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7290&filter=C,N,"<img class=""floatleft"" src=""/images/cache/bbb99eb1f7ad2583d12cbff65dff8656.jpg"" alt=""Photograph"" />        Sorry - no biography is available for this competitor.",http://www.iomtt.com/images/cache/bbb99eb1f7ad2583d12cbff65dff8656.jpg,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,Eddie Crooks,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=1498&filter=C,N,"<img class=""floatleft"" src=""/images/cache/c1ec901bddc14b749b2bc2aa4c20a37c.jpg"" alt=""Photograph"" />        Sorry - no biography is available for this competitor.",http://www.iomtt.com/images/cache/c1ec901bddc14b749b2bc2aa4c20a37c.jpg,,,,,,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
8763,Peter Cropper,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8763&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
6610,Cyril Crosby,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6610&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3314,Graeme Crosby,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=3314&filter=C,N,"<img class=""floatleft"" src=""/images/cache/222bb757e0ede836973a9d017a38af7f.jpg"" alt=""Photograph"" />        Sorry - no biography is available for this competitor.",http://www.iomtt.com/images/cache/222bb757e0ede836973a9d017a38af7f.jpg,http://www.iomtt.com/images/cache/a3937076b64d4af585f69e19b22deb33.jpg,http://www.iomtt.com/images/cache/1b15686e542467d6b30b05d6c059fca4.jpg,,,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2208,C C Cross,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=2208&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4325,Tony Cross,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=4325&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5904,G A Cross,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=5904&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500,Les CROSS,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=8500&filter=C,Y,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7884,Adrian Crossan,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=7884&filter=C,N,"<img class=""floatleft"" src=""/images/cache/ef12f4a33ee03f9c5167ad931daede20.jpg"" alt=""Photograph"" />        Sorry - no biography is available for this competitor.",http://www.iomtt.com/images/cache/ef12f4a33ee03f9c5167ad931daede20.jpg,http://www.iomtt.com/images/cache/eec60d4236087eba20b5ad1ecea997aa.jpg,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6944,Philip Crossland,http://www.iomtt.com/TT-Database/competitors.aspx?ride_id=6944&filter=C,N,Sorry - no biography is available for this competitor.,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
